date;Filière de production;Plage de puissance injection;Total
2018-01-07;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-01-07;F5 : Solaire;P6 : ]1000 - 12000] kW;2120278488
2018-01-07;F5 : Solaire;P7 : > 12000 kW;0
2018-01-07;F6 : Autres;P0 : Total toutes puissances;351816250
2018-01-07;F6 : Autres;P1 : ]0 - 3] kW;0
2018-01-07;F6 : Autres;P2 : ]3 - 9] kW;0
2018-01-07;F6 : Autres;P3 : ]9 - 100] kW;0
2018-01-07;F6 : Autres;P4 : ]100 - 250] kW;0
2018-01-07;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-01-07;F6 : Autres;P6 : ]1000 - 12000] kW;306619153
2018-01-07;F6 : Autres;P7 : > 12000 kW;0
2018-01-08;F0 : Total toutes filières;P0 : Total toutes puissances;158856708204
2018-01-08;F0 : Total toutes filières;P1 : ]0 - 3] kW;2054854423
2018-01-08;F0 : Total toutes filières;P2 : ]3 - 9] kW;351967628
2018-01-08;F0 : Total toutes filières;P3 : ]9 - 100] kW;1447413178
2018-01-08;F0 : Total toutes filières;P4 : ]100 - 250] kW;2522662162
2018-01-08;F0 : Total toutes filières;P5 : ]250 - 1000] kW;6189146201
2018-01-08;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;133008638457
2018-01-08;F0 : Total toutes filières;P7 : > 12000 kW;13282026003
2018-01-08;F1 : Thermique non renouvelable;P0 : Total toutes puissances;39257840845
2018-01-08;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-01-08;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-01-08;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-01-08;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;29165822
2018-01-08;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;775545482
2018-01-08;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;38289605484
2018-01-08;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-01-08;F2 : Bioénergies;P0 : Total toutes puissances;14254853509
2018-01-08;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-01-08;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-01-08;F2 : Bioénergies;P3 : ]9 - 100] kW;67943048
2018-01-08;F2 : Bioénergies;P4 : ]100 - 250] kW;758944479
2018-01-08;F2 : Bioénergies;P5 : ]250 - 1000] kW;1124805646
2018-01-08;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10319080815
2018-01-08;F2 : Bioénergies;P7 : > 12000 kW;0
2018-01-08;F3 : Hydraulique;P0 : Total toutes puissances;15795571399
2018-01-08;F3 : Hydraulique;P1 : ]0 - 3] kW;1034827632
2018-01-08;F3 : Hydraulique;P2 : ]3 - 9] kW;784766
2018-01-08;F3 : Hydraulique;P3 : ]9 - 100] kW;200543148
2018-01-08;F3 : Hydraulique;P4 : ]100 - 250] kW;952109656
2018-01-08;F3 : Hydraulique;P5 : ]250 - 1000] kW;4078784855
2018-01-08;F3 : Hydraulique;P6 : ]1000 - 12000] kW;8293781289
2018-01-08;F3 : Hydraulique;P7 : > 12000 kW;1230760817
2018-01-08;F4 : Eolien;P0 : Total toutes puissances;83091848362
2018-01-08;F4 : Eolien;P1 : ]0 - 3] kW;41385044
2018-01-08;F4 : Eolien;P2 : ]3 - 9] kW;188496
2018-01-08;F4 : Eolien;P3 : ]9 - 100] kW;388176
2018-01-08;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-01-08;F4 : Eolien;P5 : ]250 - 1000] kW;0
2018-01-08;F4 : Eolien;P6 : ]1000 - 12000] kW;72808961644
2018-01-08;F4 : Eolien;P7 : > 12000 kW;10203287482
2018-01-08;F5 : Solaire;P0 : Total toutes puissances;6020867465
2018-01-08;F5 : Solaire;P1 : ]0 - 3] kW;588994900
2018-01-08;F5 : Solaire;P2 : ]3 - 9] kW;350889152
2018-01-08;F5 : Solaire;P3 : ]9 - 100] kW;1176950255
2018-01-08;F5 : Solaire;P4 : ]100 - 250] kW;780442985
2018-01-08;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-01-08;F5 : Solaire;P6 : ]1000 - 12000] kW;2940732654
2018-01-08;F5 : Solaire;P7 : > 12000 kW;0
2018-01-08;F6 : Autres;P0 : Total toutes puissances;358794498
2018-01-08;F6 : Autres;P1 : ]0 - 3] kW;0
2018-01-08;F6 : Autres;P2 : ]3 - 9] kW;0
2018-01-08;F6 : Autres;P3 : ]9 - 100] kW;0
2018-01-08;F6 : Autres;P4 : ]100 - 250] kW;0
2018-01-08;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-01-08;F6 : Autres;P6 : ]1000 - 12000] kW;317761817
2018-01-08;F6 : Autres;P7 : > 12000 kW;0
2018-01-09;F0 : Total toutes filières;P0 : Total toutes puissances;137020644290
2018-01-09;F0 : Total toutes filières;P1 : ]0 - 3] kW;2105081949
2018-01-09;F0 : Total toutes filières;P2 : ]3 - 9] kW;395976082
2018-01-09;F0 : Total toutes filières;P3 : ]9 - 100] kW;1619324322
2018-01-09;F0 : Total toutes filières;P4 : ]100 - 250] kW;2733727231
2018-01-09;F0 : Total toutes filières;P5 : ]250 - 1000] kW;6574763613
2018-01-09;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;113253982079
2018-01-09;F0 : Total toutes filières;P7 : > 12000 kW;10337788867
2018-01-09;F1 : Thermique non renouvelable;P0 : Total toutes puissances;38937077953
2018-01-09;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-01-09;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-01-09;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-01-09;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;28897148
2018-01-09;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;781763816
2018-01-09;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;37957099479
2018-01-09;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-01-09;F2 : Bioénergies;P0 : Total toutes puissances;14617146343
2018-01-09;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-01-09;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-01-09;F2 : Bioénergies;P3 : ]9 - 100] kW;66901800
2018-01-09;F2 : Bioénergies;P4 : ]100 - 250] kW;788958814
2018-01-09;F2 : Bioénergies;P5 : ]250 - 1000] kW;1148124145
2018-01-09;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10509294981
2018-01-09;F2 : Bioénergies;P7 : > 12000 kW;0
2018-01-09;F3 : Hydraulique;P0 : Total toutes puissances;16220780795
2018-01-09;F3 : Hydraulique;P1 : ]0 - 3] kW;998154334
2018-01-09;F3 : Hydraulique;P2 : ]3 - 9] kW;781318
2018-01-09;F3 : Hydraulique;P3 : ]9 - 100] kW;206301966
2018-01-09;F3 : Hydraulique;P4 : ]100 - 250] kW;1006417325
2018-01-09;F3 : Hydraulique;P5 : ]250 - 1000] kW;4277137547
2018-01-09;F3 : Hydraulique;P6 : ]1000 - 12000] kW;8453773740
2018-01-09;F3 : Hydraulique;P7 : > 12000 kW;1280758984
2018-01-09;F4 : Eolien;P0 : Total toutes puissances;58681876366
2018-01-09;F4 : Eolien;P1 : ]0 - 3] kW;28431474
2018-01-09;F4 : Eolien;P2 : ]3 - 9] kW;188496
2018-01-09;F4 : Eolien;P3 : ]9 - 100] kW;388176
2018-01-09;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-01-09;F4 : Eolien;P5 : ]250 - 1000] kW;0
2018-01-09;F4 : Eolien;P6 : ]1000 - 12000] kW;51499818645
2018-01-09;F4 : Eolien;P7 : > 12000 kW;7119420810
2018-01-09;F5 : Solaire;P0 : Total toutes puissances;8122801844
2018-01-09;F5 : Solaire;P1 : ]0 - 3] kW;662599907
2018-01-09;F5 : Solaire;P2 : ]3 - 9] kW;394900570
2018-01-09;F5 : Solaire;P3 : ]9 - 100] kW;1344464237
2018-01-09;F5 : Solaire;P4 : ]100 - 250] kW;908151226
2018-01-09;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-01-09;F5 : Solaire;P6 : ]1000 - 12000] kW;4469815317
2018-01-09;F5 : Solaire;P7 : > 12000 kW;0
2018-01-09;F6 : Autres;P0 : Total toutes puissances;363083550
2018-01-09;F6 : Autres;P1 : ]0 - 3] kW;0
2018-01-09;F6 : Autres;P2 : ]3 - 9] kW;0
2018-01-09;F6 : Autres;P3 : ]9 - 100] kW;0
2018-01-09;F6 : Autres;P4 : ]100 - 250] kW;0
2018-01-09;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-01-09;F6 : Autres;P6 : ]1000 - 12000] kW;325228480
2018-01-09;F6 : Autres;P7 : > 12000 kW;0
2018-01-10;F0 : Total toutes filières;P0 : Total toutes puissances;132961873688
2018-01-10;F0 : Total toutes filières;P1 : ]0 - 3] kW;2282447259
2018-01-10;F0 : Total toutes filières;P2 : ]3 - 9] kW;515183981
2018-01-10;F0 : Total toutes filières;P3 : ]9 - 100] kW;2025889952
2018-01-10;F0 : Total toutes filières;P4 : ]100 - 250] kW;3058188766
2018-01-10;F0 : Total toutes filières;P5 : ]250 - 1000] kW;6826402624
2018-01-10;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;108555546396
2018-01-10;F0 : Total toutes filières;P7 : > 12000 kW;9698214562
2018-01-10;F1 : Thermique non renouvelable;P0 : Total toutes puissances;38996121539
2018-01-10;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-01-10;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-01-10;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-01-10;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;28646655
2018-01-10;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;766460483
2018-01-10;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;38064261315
2018-01-10;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-01-10;F2 : Bioénergies;P0 : Total toutes puissances;14886216174
2018-01-10;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-01-10;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-01-10;F2 : Bioénergies;P3 : ]9 - 100] kW;66095316
2018-01-10;F2 : Bioénergies;P4 : ]100 - 250] kW;813714485
2018-01-10;F2 : Bioénergies;P5 : ]250 - 1000] kW;1192505310
2018-01-10;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10726047647
2018-01-10;F2 : Bioénergies;P7 : > 12000 kW;0
2018-01-10;F3 : Hydraulique;P0 : Total toutes puissances;16802522026
2018-01-10;F3 : Hydraulique;P1 : ]0 - 3] kW;1006283348
2018-01-10;F3 : Hydraulique;P2 : ]3 - 9] kW;783898
2018-01-10;F3 : Hydraulique;P3 : ]9 - 100] kW;214617120
2018-01-10;F3 : Hydraulique;P4 : ]100 - 250] kW;1063410307
2018-01-10;F3 : Hydraulique;P5 : ]250 - 1000] kW;4494564983
2018-01-10;F3 : Hydraulique;P6 : ]1000 - 12000] kW;8735881395
2018-01-10;F3 : Hydraulique;P7 : > 12000 kW;1287478982
2018-01-10;F4 : Eolien;P0 : Total toutes puissances;52276146868
2018-01-10;F4 : Eolien;P1 : ]0 - 3] kW;30143960
2018-01-10;F4 : Eolien;P2 : ]3 - 9] kW;188496
2018-01-10;F4 : Eolien;P3 : ]9 - 100] kW;388176
2018-01-10;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-01-10;F4 : Eolien;P5 : ]250 - 1000] kW;0
2018-01-10;F4 : Eolien;P6 : ]1000 - 12000] kW;45737367982
2018-01-10;F4 : Eolien;P7 : > 12000 kW;6487835645
2018-01-10;F5 : Solaire;P0 : Total toutes puissances;9566976893
2018-01-10;F5 : Solaire;P1 : ]0 - 3] kW;862061442
2018-01-10;F5 : Solaire;P2 : ]3 - 9] kW;514107602
2018-01-10;F5 : Solaire;P3 : ]9 - 100] kW;1742876152
2018-01-10;F5 : Solaire;P4 : ]100 - 250] kW;1151206104
2018-01-10;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-01-10;F5 : Solaire;P6 : ]1000 - 12000] kW;4935138319
2018-01-10;F5 : Solaire;P7 : > 12000 kW;0
2018-01-10;F6 : Autres;P0 : Total toutes puissances;358226626
2018-01-10;F6 : Autres;P1 : ]0 - 3] kW;0
2018-01-10;F6 : Autres;P2 : ]3 - 9] kW;0
2018-01-10;F6 : Autres;P3 : ]9 - 100] kW;0
2018-01-10;F6 : Autres;P4 : ]100 - 250] kW;0
2018-01-10;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-01-10;F6 : Autres;P6 : ]1000 - 12000] kW;319069152
2018-01-10;F6 : Autres;P7 : > 12000 kW;0
2018-01-11;F0 : Total toutes filières;P0 : Total toutes puissances;107789947812
2018-01-11;F0 : Total toutes filières;P1 : ]0 - 3] kW;2480914629
2018-01-11;F0 : Total toutes filières;P2 : ]3 - 9] kW;488519846
2018-01-11;F0 : Total toutes filières;P3 : ]9 - 100] kW;1942353390
2018-01-11;F0 : Total toutes filières;P4 : ]100 - 250] kW;3036215543
2018-01-11;F0 : Total toutes filières;P5 : ]250 - 1000] kW;6974826284
2018-01-11;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;87489687455
2018-01-11;F0 : Total toutes filières;P7 : > 12000 kW;5377430513
2018-01-11;F1 : Thermique non renouvelable;P0 : Total toutes puissances;38963571418
2018-01-11;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-01-11;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-01-11;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-01-11;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;28940650
2018-01-11;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;776585481
2018-01-11;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;37990922148
2018-01-11;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-01-11;F2 : Bioénergies;P0 : Total toutes puissances;15021294506
2018-01-11;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-01-11;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-01-11;F2 : Bioénergies;P3 : ]9 - 100] kW;67630412
2018-01-11;F2 : Bioénergies;P4 : ]100 - 250] kW;791832981
2018-01-11;F2 : Bioénergies;P5 : ]250 - 1000] kW;1190069148
2018-01-11;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10933897647
2018-01-11;F2 : Bioénergies;P7 : > 12000 kW;0
2018-01-11;F3 : Hydraulique;P0 : Total toutes puissances;17334530506
2018-01-11;F3 : Hydraulique;P1 : ]0 - 3] kW;1028167652
2018-01-11;F3 : Hydraulique;P2 : ]3 - 9] kW;783310
2018-01-11;F3 : Hydraulique;P3 : ]9 - 100] kW;220290298
2018-01-11;F3 : Hydraulique;P4 : ]100 - 250] kW;1109702779
2018-01-11;F3 : Hydraulique;P5 : ]250 - 1000] kW;4627499532
2018-01-11;F3 : Hydraulique;P6 : ]1000 - 12000] kW;9047454454
2018-01-11;F3 : Hydraulique;P7 : > 12000 kW;1300090149
2018-01-11;F4 : Eolien;P0 : Total toutes puissances;26746211866
2018-01-11;F4 : Eolien;P1 : ]0 - 3] kW;237529278
2018-01-11;F4 : Eolien;P2 : ]3 - 9] kW;188496
2018-01-11;F4 : Eolien;P3 : ]9 - 100] kW;388176
2018-01-11;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-01-11;F4 : Eolien;P5 : ]250 - 1000] kW;0
2018-01-11;F4 : Eolien;P6 : ]1000 - 12000] kW;24290990143
2018-01-11;F4 : Eolien;P7 : > 12000 kW;2167685648
2018-01-11;F5 : Solaire;P0 : Total toutes puissances;9256694374
2018-01-11;F5 : Solaire;P1 : ]0 - 3] kW;817111138
2018-01-11;F5 : Solaire;P2 : ]3 - 9] kW;487443159
2018-01-11;F5 : Solaire;P3 : ]9 - 100] kW;1652800783
2018-01-11;F5 : Solaire;P4 : ]100 - 250] kW;1105350085
2018-01-11;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-01-11;F5 : Solaire;P6 : ]1000 - 12000] kW;4835733986
2018-01-11;F5 : Solaire;P7 : > 12000 kW;0
2018-01-11;F6 : Autres;P0 : Total toutes puissances;389694866
2018-01-11;F6 : Autres;P1 : ]0 - 3] kW;0
2018-01-11;F6 : Autres;P2 : ]3 - 9] kW;0
2018-01-11;F6 : Autres;P3 : ]9 - 100] kW;0
2018-01-11;F6 : Autres;P4 : ]100 - 250] kW;0
2018-01-11;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-01-11;F6 : Autres;P6 : ]1000 - 12000] kW;323441652
2018-01-11;F6 : Autres;P7 : > 12000 kW;0
2018-01-12;F0 : Total toutes filières;P0 : Total toutes puissances;104711673714
2018-01-12;F0 : Total toutes filières;P1 : ]0 - 3] kW;2350949076
2018-01-12;F0 : Total toutes filières;P2 : ]3 - 9] kW;422954547
2018-01-12;F0 : Total toutes filières;P3 : ]9 - 100] kW;1736806459
2018-01-12;F0 : Total toutes filières;P4 : ]100 - 250] kW;2955739786
2018-01-12;F0 : Total toutes filières;P5 : ]250 - 1000] kW;7141024409
2018-01-12;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;84745941373
2018-01-12;F0 : Total toutes filières;P7 : > 12000 kW;5358257914
2018-01-12;F1 : Thermique non renouvelable;P0 : Total toutes puissances;39340854909
2018-01-12;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-01-12;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-01-12;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-01-12;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;29255315
2018-01-12;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;787395485
2018-01-12;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;38355865649
2018-01-12;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-01-12;F2 : Bioénergies;P0 : Total toutes puissances;15428323509
2018-01-12;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-01-12;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-01-12;F2 : Bioénergies;P3 : ]9 - 100] kW;68447670
2018-01-12;F2 : Bioénergies;P4 : ]100 - 250] kW;829315818
2018-01-12;F2 : Bioénergies;P5 : ]250 - 1000] kW;1200436144
2018-01-12;F2 : Bioénergies;P6 : ]1000 - 12000] kW;11099861980
2018-01-12;F2 : Bioénergies;P7 : > 12000 kW;0
2018-01-12;F3 : Hydraulique;P0 : Total toutes puissances;17421283501
2018-01-12;F3 : Hydraulique;P1 : ]0 - 3] kW;1011196306
2018-01-12;F3 : Hydraulique;P2 : ]3 - 9] kW;783734
2018-01-12;F3 : Hydraulique;P3 : ]9 - 100] kW;224602398
2018-01-12;F3 : Hydraulique;P4 : ]100 - 250] kW;1127746987
2018-01-12;F3 : Hydraulique;P5 : ]250 - 1000] kW;4733546805
2018-01-12;F3 : Hydraulique;P6 : ]1000 - 12000] kW;8999833374
2018-01-12;F3 : Hydraulique;P7 : > 12000 kW;1323378815
2018-01-12;F4 : Eolien;P0 : Total toutes puissances;22607216864
2018-01-12;F4 : Eolien;P1 : ]0 - 3] kW;216134776
2018-01-12;F4 : Eolien;P2 : ]3 - 9] kW;188496
2018-01-12;F4 : Eolien;P3 : ]9 - 100] kW;388176
2018-01-12;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-01-12;F4 : Eolien;P5 : ]250 - 1000] kW;0
2018-01-12;F4 : Eolien;P6 : ]1000 - 12000] kW;20392919981
2018-01-12;F4 : Eolien;P7 : > 12000 kW;1938852146
2018-01-12;F5 : Solaire;P0 : Total toutes puissances;9475259560
2018-01-12;F5 : Solaire;P1 : ]0 - 3] kW;707158532
2018-01-12;F5 : Solaire;P2 : ]3 - 9] kW;421877418
2018-01-12;F5 : Solaire;P3 : ]9 - 100] kW;1441789534
2018-01-12;F5 : Solaire;P4 : ]100 - 250] kW;969173621
2018-01-12;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-01-12;F5 : Solaire;P6 : ]1000 - 12000] kW;5535756491
2018-01-12;F5 : Solaire;P7 : > 12000 kW;0
2018-01-12;F6 : Autres;P0 : Total toutes puissances;360473854
2018-01-12;F6 : Autres;P1 : ]0 - 3] kW;0
2018-01-12;F6 : Autres;P2 : ]3 - 9] kW;0
2018-01-12;F6 : Autres;P3 : ]9 - 100] kW;0
2018-01-12;F6 : Autres;P4 : ]100 - 250] kW;0
2018-01-12;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-01-12;F6 : Autres;P6 : ]1000 - 12000] kW;322630487
2018-01-12;F6 : Autres;P7 : > 12000 kW;0
2018-01-13;F0 : Total toutes filières;P0 : Total toutes puissances;153030196770
2018-01-13;F0 : Total toutes filières;P1 : ]0 - 3] kW;2267878628
2018-01-13;F0 : Total toutes filières;P2 : ]3 - 9] kW;481881305
2018-01-13;F0 : Total toutes filières;P3 : ]9 - 100] kW;1933662548
2018-01-13;F0 : Total toutes filières;P4 : ]100 - 250] kW;3121942020
2018-01-13;F0 : Total toutes filières;P5 : ]250 - 1000] kW;7142667906
2018-01-13;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;126065276148
2018-01-13;F0 : Total toutes filières;P7 : > 12000 kW;12016888070
2018-01-13;F1 : Thermique non renouvelable;P0 : Total toutes puissances;39758904689
2018-01-13;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-01-13;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-01-13;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-01-13;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;28379982
2018-01-13;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;786244150
2018-01-13;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;38775920316
2018-01-13;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-01-13;F2 : Bioénergies;P0 : Total toutes puissances;15697277841
2018-01-13;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-01-13;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-01-13;F2 : Bioénergies;P3 : ]9 - 100] kW;67603332
2018-01-13;F2 : Bioénergies;P4 : ]100 - 250] kW;838310148
2018-01-13;F2 : Bioénergies;P5 : ]250 - 1000] kW;1218209478
2018-01-13;F2 : Bioénergies;P6 : ]1000 - 12000] kW;11319305980
2018-01-13;F2 : Bioénergies;P7 : > 12000 kW;0
2018-01-13;F3 : Hydraulique;P0 : Total toutes puissances;17071191190
2018-01-13;F3 : Hydraulique;P1 : ]0 - 3] kW;1001030168
2018-01-13;F3 : Hydraulique;P2 : ]3 - 9] kW;785043
2018-01-13;F3 : Hydraulique;P3 : ]9 - 100] kW;226932272
2018-01-13;F3 : Hydraulique;P4 : ]100 - 250] kW;1135475282
2018-01-13;F3 : Hydraulique;P5 : ]250 - 1000] kW;4739570815
2018-01-13;F3 : Hydraulique;P6 : ]1000 - 12000] kW;8638032817
2018-01-13;F3 : Hydraulique;P7 : > 12000 kW;1328091815
2018-01-13;F4 : Eolien;P0 : Total toutes puissances;71053629531
2018-01-13;F4 : Eolien;P1 : ]0 - 3] kW;53640378
2018-01-13;F4 : Eolien;P2 : ]3 - 9] kW;188496
2018-01-13;F4 : Eolien;P3 : ]9 - 100] kW;388176
2018-01-13;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-01-13;F4 : Eolien;P5 : ]250 - 1000] kW;0
2018-01-13;F4 : Eolien;P6 : ]1000 - 12000] kW;62400261811
2018-01-13;F4 : Eolien;P7 : > 12000 kW;8551953318
2018-01-13;F5 : Solaire;P0 : Total toutes puissances;9002376487
2018-01-13;F5 : Solaire;P1 : ]0 - 3] kW;805932012
2018-01-13;F5 : Solaire;P2 : ]3 - 9] kW;480802540
2018-01-13;F5 : Solaire;P3 : ]9 - 100] kW;1636549217
2018-01-13;F5 : Solaire;P4 : ]100 - 250] kW;1117043221
2018-01-13;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-01-13;F5 : Solaire;P6 : ]1000 - 12000] kW;4562097486
2018-01-13;F5 : Solaire;P7 : > 12000 kW;0
2018-01-13;F6 : Autres;P0 : Total toutes puissances;369937298
2018-01-13;F6 : Autres;P1 : ]0 - 3] kW;0
2018-01-13;F6 : Autres;P2 : ]3 - 9] kW;0
2018-01-13;F6 : Autres;P3 : ]9 - 100] kW;0
2018-01-13;F6 : Autres;P4 : ]100 - 250] kW;0
2018-01-13;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-01-13;F6 : Autres;P6 : ]1000 - 12000] kW;329650818
2018-01-13;F6 : Autres;P7 : > 12000 kW;0
2018-01-14;F0 : Total toutes filières;P0 : Total toutes puissances;116233882568
2018-01-14;F0 : Total toutes filières;P1 : ]0 - 3] kW;2233601550
2018-01-14;F0 : Total toutes filières;P2 : ]3 - 9] kW;462330131
2018-01-14;F0 : Total toutes filières;P3 : ]9 - 100] kW;1854455970
2018-01-14;F0 : Total toutes filières;P4 : ]100 - 250] kW;3011933814
2018-01-14;F0 : Total toutes filières;P5 : ]250 - 1000] kW;6921285600
2018-01-14;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;93552369446
2018-01-14;F0 : Total toutes filières;P7 : > 12000 kW;8197905911
2018-01-14;F1 : Thermique non renouvelable;P0 : Total toutes puissances;39956796208
2018-01-14;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-01-14;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-01-14;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-01-14;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;29408816
2018-01-14;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;795421815
2018-01-14;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;38963691984
2018-01-14;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-01-14;F2 : Bioénergies;P0 : Total toutes puissances;15564543510
2018-01-14;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-01-14;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-01-14;F2 : Bioénergies;P3 : ]9 - 100] kW;69009374
2018-01-14;F2 : Bioénergies;P4 : ]100 - 250] kW;816674651
2018-01-14;F2 : Bioénergies;P5 : ]250 - 1000] kW;1198016984
2018-01-14;F2 : Bioénergies;P6 : ]1000 - 12000] kW;11187298313
2018-01-14;F2 : Bioénergies;P7 : > 12000 kW;0
2018-01-14;F3 : Hydraulique;P0 : Total toutes puissances;16912063151
2018-01-14;F3 : Hydraulique;P1 : ]0 - 3] kW;964526614
2018-01-14;F3 : Hydraulique;P2 : ]3 - 9] kW;781682
2018-01-14;F3 : Hydraulique;P3 : ]9 - 100] kW;225644668
2018-01-14;F3 : Hydraulique;P4 : ]100 - 250] kW;1119572111
2018-01-14;F3 : Hydraulique;P5 : ]250 - 1000] kW;4668831234
2018-01-14;F3 : Hydraulique;P6 : ]1000 - 12000] kW;8594940279
2018-01-14;F3 : Hydraulique;P7 : > 12000 kW;1339382650
2018-01-14;F4 : Eolien;P0 : Total toutes puissances;36694069866
2018-01-14;F4 : Eolien;P1 : ]0 - 3] kW;84275266
2018-01-14;F4 : Eolien;P2 : ]3 - 9] kW;188496
2018-01-14;F4 : Eolien;P3 : ]9 - 100] kW;388176
2018-01-14;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-01-14;F4 : Eolien;P5 : ]250 - 1000] kW;0
